site_id,lat,lon
1,37.11270465,-122.3127005
2,37.10212527,-122.3283155
3,36.97447872,-122.1496546
4,36.97569098,-122.1468313
5,36.96479785,-122.134164
6,36.96085245,-122.1225674
7,36.95350018,-122.1036286
8,36.95121826,-122.0921643
9,36.94871924,-122.0801544
10,36.94654831,-122.0691272
11,36.9465778,-122.0628665
12,36.9469401,-122.0572698
13,36.94712514,-122.0515788
14,36.94936917,-122.0355462
15,36.95066196,-122.0254301
16,36.95437708,-121.9822733
17,36.95170203,-121.972862
18,36.95688498,-121.96364
19,36.95991832,-121.9598523
20,36.96632448,-121.9527369
21,36.97198693,-121.9436655
22,36.61239659,-121.8958342
23,36.61607497,-121.8970052
24,36.61962322,-121.9003027
25,36.62527454,-121.9115499
26,36.6330281,-121.9206757
27,36.63887008,-121.9272952
28,36.64038171,-121.9374561
29,36.63479814,-121.9443534
30,36.62015134,-121.9525603
31,36.61369474,-121.9602198
32,36.5922433,-121.9690452
33,36.5864838,-121.9717468
34,36.58301217,-121.9790766
35,36.57378365,-121.9765362
36,36.56606675,-121.9691266
37,36.56210392,-121.965196
38,36.56210315,-121.9595056
39,36.56195637,-121.9506675
40,36.56067333,-121.940979
41,36.55332709,-121.9371657
42,36.54795108,-121.9367144
43,36.54022566,-121.9356682
44,36.53191398,-121.9287287
45,36.52545137,-121.9324038
46,36.52374529,-121.9402779
47,36.5195128,-121.9572078
48,36.51512451,-121.9527687
49,36.51031088,-121.9459713
50,36.50392867,-121.9419738
51,36.49680311,-121.9444928
52,36.48723278,-121.9472311
53,36.48057001,-121.9432786
54,36.47203575,-121.9399945
55,36.46476012,-121.9333195
56,36.45847917,-121.9298764
57,36.45153891,-121.9327274
58,36.44237324,-121.9268878
59,36.43272503,-121.9264355
60,36.42705104,-121.9212855
61,36.41895977,-121.9195504
62,36.41156215,-121.9182386
63,36.40270599,-121.914822
64,36.39616311,-121.9092035
65,36.38952234,-121.9075002
66,36.38087561,-121.9079437
67,36.37094093,-121.908067
68,36.36605982,-121.9065917
69,36.36015616,-121.9079422
70,36.3475398,-121.9038042
71,36.3419429,-121.9006349
72,36.33729498,-121.8998258
73,36.32811251,-121.9020879
74,36.31386154,-121.9021743
75,36.3042719,-121.9026914
76,36.29635678,-121.8969858
77,36.29467617,-121.8903279
78,36.28443466,-121.8866092
79,36.2812741,-121.8768665
80,36.27440795,-121.8665645
81,36.27319274,-121.860011
82,36.26578878,-121.8554603
83,36.2625328,-121.8509976
84,36.23189849,-121.810037
85,36.23165503,-121.8038749
86,36.22891949,-121.7927091
87,36.22537185,-121.7859604
88,36.22162787,-121.7733135
89,36.21657095,-121.7663626
90,36.21242715,-121.759329
91,36.20902136,-121.75376
92,36.20466127,-121.7447583
93,36.20007667,-121.7310553
94,36.19599683,-121.7236319
95,36.18927526,-121.7141792
96,36.18486724,-121.7087734
97,36.17789093,-121.7024617
98,36.17181072,-121.6947321
99,36.16640374,-121.6855402
100,36.1629487,-121.6791007
101,36.15414248,-121.6718773
102,36.14907263,-121.6659856
103,36.13931076,-121.6589193
104,36.13363679,-121.653468
105,36.12663647,-121.647981
106,36.12135261,-121.639572
107,36.11388262,-121.6341967
108,36.10631074,-121.6298238
109,36.09885614,-121.6264763
110,36.09106088,-121.6232497
111,36.08337364,-121.6188621
112,36.07444634,-121.6121292
113,36.06942749,-121.6056993
114,36.06697379,-121.5990733
115,36.04215912,-121.5873799
116,36.03540796,-121.5835717
117,36.02692327,-121.5804445
118,36.01988698,-121.5745181
119,36.0154568,-121.5658875
120,36.01458952,-121.5563504
121,36.01613058,-121.5465569
122,36.01284068,-121.5340409
123,36.00889987,-121.5255269
124,36.00624965,-121.5181691
125,36.00220926,-121.5080424
126,35.991186,-121.5009417
127,35.98542053,-121.4970119
128,35.97668147,-121.4920672
129,35.9712413,-121.4900004
130,35.95984264,-121.4883056
131,35.95291502,-121.4876854
132,35.94256962,-121.4833114
133,35.93115231,-121.4797255
134,35.91717848,-121.4775856
135,35.91084703,-121.4734722
136,35.90670453,-121.4675073
137,35.89653798,-121.471504
138,35.88873533,-121.467264
139,35.88090348,-121.4581485
140,35.87497242,-121.4524707
141,35.86889513,-121.4470514
142,35.86366816,-121.4377982
143,35.86037724,-121.4299398
144,35.85644375,-121.4190759
145,35.84123048,-121.4089836
146,35.8350907,-121.4024758
147,35.82752118,-121.3962479
148,35.82102046,-121.390193
149,35.8155501,-121.3807454
150,35.81003651,-121.3761624
151,35.80673667,-121.3649835
152,35.80127082,-121.3567574
153,35.79502856,-121.3499934
154,35.78894157,-121.3431684
155,35.78439427,-121.3377621
156,35.74004379,-121.3262558
157,35.73387773,-121.3203306
158,35.72325126,-121.3252718
159,35.71249137,-121.3216898
160,35.70447985,-121.3107308
161,35.69587906,-121.3057605
162,35.69135151,-121.2992043
163,35.66298391,-121.2838969
164,35.66415278,-121.2766524
165,35.66083143,-121.2693205
166,35.65997258,-121.2626394
167,35.65667856,-121.2570515
168,35.65107559,-121.2505217
169,35.64623897,-121.2408474
170,35.64244731,-121.2304193
171,35.64163686,-121.221941
172,35.63733648,-121.2135187
173,35.63353583,-121.1997017
174,35.63293045,-121.1915809
175,35.63913903,-121.1831767
176,35.63650825,-121.1771387
177,35.63246127,-121.1704015
178,35.62388868,-121.1623343
179,35.61675597,-121.1570092
180,35.60964349,-121.151169
181,35.60126426,-121.1455059
182,35.59622329,-121.138715
183,35.59014464,-121.1334317
184,35.58256613,-121.1289668
185,35.57380439,-121.1250312
186,35.56942823,-121.1201712
187,35.56030749,-121.1140574
188,35.5526085,-121.1099713
189,35.54450395,-121.1057863
190,35.53910171,-121.0987411
191,35.53087622,-121.0915343
192,35.52688371,-121.0842299
193,35.51983307,-121.0769681
194,35.51324159,-121.0706614
195,35.50449668,-121.0635384
196,35.49944498,-121.0564556
197,35.49411243,-121.0514433
198,35.48601126,-121.0440876
199,35.48172154,-121.0373124
200,35.47752921,-121.0305561
201,35.47284602,-121.0248579
202,35.46655201,-121.0185673
203,35.45592235,-120.989578
204,35.45419888,-120.9829925
205,35.45420217,-120.9765094
206,35.45008673,-120.9620858
207,35.44695202,-120.9569381
208,35.43919481,-120.9441581
209,35.44278173,-120.9293861
210,35.44332374,-120.9130903
211,35.24942022,-120.9005589
212,35.24255578,-120.8970449
213,35.23667468,-120.8917465
214,35.23051141,-120.8848869
215,35.22611349,-120.8789498
216,35.19157911,-120.8263171
217,35.1871797,-120.8202512
218,35.1717996,-120.7197608
219,35.16823767,-120.7086851
220,35.16555022,-120.7024032
221,35.16196837,-120.6983416
222,35.15739399,-120.6910395
223,35.15394771,-120.6819486
224,35.14989154,-120.6679543
225,34.73358521,-120.6299289
226,34.73087984,-120.6241824
227,34.55493027,-120.605817
228,34.54320728,-120.5715557
229,34.54089718,-120.5649232
230,34.53883163,-120.5519407
231,34.53697264,-120.5452209
232,34.53144949,-120.5341134
233,34.5267371,-120.5285757
234,34.52159104,-120.5211947
235,34.51712921,-120.5143825
236,34.50965946,-120.510918
237,34.50347808,-120.504742
238,34.49482526,-120.5030415
239,34.48869502,-120.4975157
240,34.48190752,-120.4909994
241,34.47843523,-120.485594
242,34.45716255,-120.4791715
243,34.44244016,-120.4515567
244,34.44752148,-120.4442081
245,34.4484355,-120.4359956
246,34.44716798,-120.4280178
247,34.44491962,-120.4176292
248,34.44703585,-120.4095957
249,34.44681478,-120.401586
250,34.44354367,-120.3912133
251,34.44472911,-120.3798844
252,34.44559983,-120.3718726
253,34.44772593,-120.3648243
254,34.45136575,-120.3584894
255,34.4545582,-120.352581
256,34.45721528,-120.3329996
257,34.46219469,-120.315841
258,34.46523816,-120.3004911
259,34.4672136,-120.2953244
260,34.46738371,-120.2870728
261,34.46791059,-120.2713314
262,34.47005469,-120.1644629
263,34.47203599,-120.1479918
264,34.47215392,-120.1399115
265,34.46864148,-120.1242244
266,34.46421958,-120.1084422
267,34.45969091,-120.093908
268,34.45867313,-120.0879143
269,34.46063525,-120.0636454
270,34.46019838,-120.0564583
271,34.46123256,-120.042727
272,34.4455487,-119.9793146
273,34.43987065,-119.9667687
274,34.43176697,-119.9565224
275,34.43232761,-119.9447813
276,34.43069178,-119.9335081
277,34.42998217,-119.9293404
278,34.42465174,-119.9124184
279,34.41984211,-119.9041158
280,34.41773163,-119.8968433
281,34.40743142,-119.8834388
282,34.40495783,-119.8770989
283,34.4052546,-119.86762
284,34.40464119,-119.8578022
285,34.40332297,-119.8463933
286,34.40495461,-119.838766
287,34.41456978,-119.8103047
288,34.41416472,-119.7945463
289,34.40892358,-119.7766727
290,34.40279135,-119.7564497
291,34.39911252,-119.741178
292,34.39518464,-119.730497
293,34.39389849,-119.7155851
294,34.41709814,-119.6041044
295,34.40949122,-119.5725728
296,34.39242772,-119.5453329
297,34.39168436,-119.5377471
298,34.3888005,-119.5213204
299,34.34522843,-119.4314517
300,34.31409473,-119.3718351
301,34.30741468,-119.362063
302,34.06177804,-118.9917739
303,34.06045243,-118.9880814
304,34.04871074,-118.966558
305,34.04571913,-118.9595737
306,34.04435456,-118.9510943
307,34.04228544,-118.9361041
308,34.03866207,-118.916366
309,34.03650727,-118.8993586
310,34.03522232,-118.8891891
311,34.03557716,-118.8805229
312,34.03546359,-118.8732991
313,34.03439703,-118.8698209
314,34.03306102,-118.865346
315,34.0050519,-118.795352
316,34.00900017,-118.7891594
317,34.01516479,-118.7874022
318,34.02089174,-118.7723331
319,34.02331983,-118.7605597
320,34.02506562,-118.753545
321,34.02811032,-118.7068951
322,33.79553422,-118.4116183
323,33.79049754,-118.4185673
324,33.78510977,-118.4260232
325,33.77536655,-118.4305195
326,33.76821235,-118.4269119
327,33.763655,-118.4247693
328,33.75390559,-118.4163151
329,33.74003151,-118.4100553
330,33.73767217,-118.4031553
331,33.73580076,-118.3981155
332,33.73907278,-118.3889906
333,33.73946858,-118.3814071
334,33.73505357,-118.3662156
335,33.72588183,-118.3506908
336,33.72249911,-118.3421659
337,33.72124882,-118.3396955
338,33.71958182,-118.3349268
339,33.71713124,-118.3285509
340,33.71479962,-118.3246583
341,33.71212664,-118.3167043
342,33.70992561,-118.3088885
343,33.7070366,-118.3007233
344,33.7037514,-118.2887974
345,33.58774652,-117.86896
346,33.58136853,-117.8612153
347,33.5642234,-117.8364838
348,33.56262015,-117.8317019
349,33.54074678,-117.7922567
350,33.53165208,-117.7815087
351,33.47795022,-117.7306715
352,33.45674909,-117.7179385
353,32.83695211,-117.2972083
354,32.82822187,-117.2905297
355,32.81561934,-117.2906154
356,32.80553616,-117.2833078
357,32.733101,-117.2700596
358,32.71491404,-117.2703227
359,32.69347736,-117.2671128
360,32.67365811,-117.2617996
361,32.65688299,-117.2508669